date,8 Open_Interest_All,9 Prod_Merc_Positions_Long_All,10 Prod_Merc_Positions_Short_All,11 Swap_Positions_Long_All,12 Swap__Positions_Short_All,14 M_Money_Positions_Long_All,15 M_Money_Positions_Short_All,56 56 Change_in_Open_Interest_All,57 57 Change_in_Prod_Merc_Long_All,58 58 Change_in_Prod_Merc_Short_All,59 59 Change_in_Swap_Long_All,60 60 Change_in_Swap_Short_All,62 62 Change_in_M_Money_Long_All,63 63 Change_in_M_Money_Short_All,73 73 Pct_of_OI_Prod_Merc_Long_All,74 74 Pct_of_OI_Prod_Merc_Short_All,75 75 Pct_of_OI_Swap_Long_All,76 76 Pct_of_OI_Swap_Short_All,78 78 Pct_of_OI_M_Money_Long_All,79 79 Pct_of_OI_M_Money_Short_All,120 120 Traders_Tot_All,121 121 Traders_Prod_Merc_Long_All,122 122 Traders_Prod_Merc_Short_All,123 123 Traders_Swap_Long_All,124 124 Traders_Swap_Short_All,126 126 Traders_M_Money_Long_All,127 127 Traders_M_Money_Short_All,CALIF CARBON CURRENT AUCTION - ICE FUTURES ENERGY DIV,CALIF CARBON 23 - ICE FUTURES ENERGY DIV,CALIF CARBON 22 - ICE FUTURES ENERGY DIV,CALIF CARBON ALLOWANCE V2022 - ICE FUTURES ENERGY DIV,CALIF CARBON VINTAGE 2020 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 21 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 22 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 23 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2016 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2017 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2018 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2019 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON VINTAGE 2020 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIFORNIA CARBON ALLOWANCE VINTAGE 2015 - ICE FUTURES ENERGY DIV,AA_Vintage,AA_Clearing Price,AA_Floor Price,AA_Cleared Above Floor,AA_Percent above Floor,AA_BID Ratio,AA_HHI,AA_Allowances Purchased by Compliance Entities,AA_Volume of Allowances-State,AA_Volume of Allowances-Utility,AA_Revenue-State,AA_Maximum,AA_Minimum,AA_Mean,AA_Median,AA_Allowances Offered,AA_Allowances Cleared,Qualified Bidders(Total)_x,AA_Median allowance price,AA_Speculators Allowances Purchased,AA_Vintage of Purchase,AA_Compliance Entities Allowances Purchased,AA_Speculator Buy and Hold,CA_Vintage,CA_Clearing Price,CA_Floor Price,CA_Cleared Above Floor,CA_Percent Above Floor,CA_BID Ratio,CA_HHI,CA_Allowances Purchased by Compliance Entities,CA_Volume of Allowances-State,CA_Volume of Allowances-Utility,CA_Maximum,CA_Minimum,CA_Mean,CA_Median,CA_Allowances Offered,CA_Allowances Cleared,Qualified Bidders(Total)_y,CA_Median allowance price,Speculators Allowances purchased,Vintage of Purchase,Compliance Entities Allowances Purchased,Speculator Buy and Hold,Front,Benchmark,Auction Floor
2016-08-16,29093.0,7072.0,11238.0,1309.0,7745.0,0.0,0.0,1831.0,1548.0,1526.0,-132.0,0.0,0.0,0.0,24.3,38.6,4.5,26.6,0.0,0.0,35.0,9.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.08,5758.0,1.0,769000.0,0.0,9789370.0,13.36,12.73,13.17,12.73,10078750.0,769000.0,51.0,13.32,0.0,2019-09-01,769000.0,0.0,2016.0,12.73,12.73,0.23,0.0,0.37,1210.0,0.915,3520244.0,26500756.0,47.55,12.73,14.39,12.74,86278410.0,30021000.0,51.0,13.5,2551785.0,2016-09-01,27469215.0,2296606.5,12.8,12.83,12.73
2016-08-17,29918.0,7588.0,11938.0,1133.0,8245.0,0.0,0.0,825.0,516.0,700.0,-176.0,500.0,0.0,0.0,25.4,39.9,3.8,27.6,0.0,0.0,37.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.8,12.83,12.73
2016-08-18,29918.0,7588.0,11938.0,1133.0,8245.0,0.0,0.0,825.0,516.0,700.0,-176.0,500.0,0.0,0.0,25.4,39.9,3.8,27.6,0.0,0.0,37.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.78,12.81,12.73
2016-08-19,29918.0,7588.0,11938.0,1133.0,8245.0,0.0,0.0,825.0,516.0,700.0,-176.0,500.0,0.0,0.0,25.4,39.9,3.8,27.6,0.0,0.0,37.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.78,12.81,12.73
2016-08-20,29918.0,7588.0,11938.0,1133.0,8245.0,0.0,0.0,825.0,516.0,700.0,-176.0,500.0,0.0,0.0,25.4,39.9,3.8,27.6,0.0,0.0,37.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.79,12.83,12.73
2016-08-21,29918.0,7588.0,11938.0,1133.0,8245.0,0.0,0.0,825.0,516.0,700.0,-176.0,500.0,0.0,0.0,25.4,39.9,3.8,27.6,0.0,0.0,37.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.79,12.83,12.73
2016-08-22,29918.0,7588.0,11938.0,1133.0,8245.0,0.0,0.0,825.0,516.0,700.0,-176.0,500.0,0.0,0.0,25.4,39.9,3.8,27.6,0.0,0.0,37.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.79,12.83,12.73
2016-08-23,29918.0,7588.0,11938.0,1133.0,8245.0,0.0,0.0,825.0,516.0,700.0,-176.0,500.0,0.0,0.0,25.4,39.9,3.8,27.6,0.0,0.0,37.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.81,12.84,12.73
2016-08-24,27457.0,6247.0,10938.0,1478.0,7515.0,0.0,0.0,-2461.0,-1341.0,-1000.0,345.0,-730.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.85,12.88,12.73
2016-08-25,27457.0,6247.0,10938.0,1478.0,7515.0,0.0,0.0,-2461.0,-1341.0,-1000.0,345.0,-730.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.86,12.89,12.73
2016-08-26,27457.0,6247.0,10938.0,1478.0,7515.0,0.0,0.0,-2461.0,-1341.0,-1000.0,345.0,-730.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.86,12.89,12.73
2016-08-27,27457.0,6247.0,10938.0,1478.0,7515.0,0.0,0.0,-2461.0,-1341.0,-1000.0,345.0,-730.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.87,12.89,12.73
2016-08-28,27457.0,6247.0,10938.0,1478.0,7515.0,0.0,0.0,-2461.0,-1341.0,-1000.0,345.0,-730.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.87,12.89,12.73
2016-08-29,27457.0,6247.0,10938.0,1478.0,7515.0,0.0,0.0,-2461.0,-1341.0,-1000.0,345.0,-730.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.87,12.89,12.73
2016-08-30,27457.0,6247.0,10938.0,1478.0,7515.0,0.0,0.0,-2461.0,-1341.0,-1000.0,345.0,-730.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.89,12.91,12.73
2016-08-31,27457.0,6249.0,10938.0,1476.0,7515.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.89,12.91,12.73
2016-09-01,27457.0,6249.0,10938.0,1476.0,7515.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.89,12.91,12.73
2016-09-02,27457.0,6249.0,10938.0,1476.0,7515.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.89,12.91,12.73
2016-09-03,27457.0,6249.0,10938.0,1476.0,7515.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.89,12.91,12.73
2016-09-04,27457.0,6249.0,10938.0,1476.0,7515.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.89,12.91,12.73
2016-09-05,27457.0,6249.0,10938.0,1476.0,7515.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.89,12.91,12.73
2016-09-06,27457.0,6249.0,10938.0,1476.0,7515.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,22.8,39.8,5.4,27.4,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.89,12.91,12.73
2016-09-07,28681.0,7254.0,12097.0,2205.0,7515.0,0.0,0.0,1224.0,1005.0,1159.0,729.0,0.0,0.0,0.0,25.3,42.2,7.7,26.2,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.9,12.92,12.73
2016-09-08,28681.0,7254.0,12097.0,2205.0,7515.0,0.0,0.0,1224.0,1005.0,1159.0,729.0,0.0,0.0,0.0,25.3,42.2,7.7,26.2,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.93,12.95,12.73
2016-09-09,28681.0,7254.0,12097.0,2205.0,7515.0,0.0,0.0,1224.0,1005.0,1159.0,729.0,0.0,0.0,0.0,25.3,42.2,7.7,26.2,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.93,12.95,12.73
2016-09-10,28681.0,7254.0,12097.0,2205.0,7515.0,0.0,0.0,1224.0,1005.0,1159.0,729.0,0.0,0.0,0.0,25.3,42.2,7.7,26.2,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.92,12.94,12.73
2016-09-11,28681.0,7254.0,12097.0,2205.0,7515.0,0.0,0.0,1224.0,1005.0,1159.0,729.0,0.0,0.0,0.0,25.3,42.2,7.7,26.2,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.92,12.94,12.73
2016-09-12,28681.0,7254.0,12097.0,2205.0,7515.0,0.0,0.0,1224.0,1005.0,1159.0,729.0,0.0,0.0,0.0,25.3,42.2,7.7,26.2,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.92,12.94,12.73
2016-09-13,28681.0,7254.0,12097.0,2205.0,7515.0,0.0,0.0,1224.0,1005.0,1159.0,729.0,0.0,0.0,0.0,25.3,42.2,7.7,26.2,0.0,0.0,34.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.93,12.95,12.73
2016-09-14,28736.0,7307.0,12147.0,2199.0,7515.0,0.0,0.0,55.0,53.0,50.0,-6.0,0.0,0.0,0.0,25.4,42.3,7.7,26.2,0.0,0.0,34.0,7.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.1,2628.0,0.608,1020000.0,0.0,12984600.0,19.17,12.73,13.16,12.8,10078750.0,1020000.0,72.0,12.74,399840.0,2019-09-01,620160.0,359856.0,2016.0,12.73,12.73,0.23,0.0,0.88,600.0,0.899,36705198.0,40254802.0,47.55,12.73,13.64,12.79,87069495.0,76960000.0,72.0,12.98,7772960.0,2016-09-01,69187040.0,6995664.0,12.93,12.95,12.73
